user_id,age,gender,height_cm,weight_kg,bmi,activity_level,nutrition_goal,recommended_category,daily_calorie_goal
361,43,male,177.5,90.7,28.79,sedentary,maintenance,Low Calorie,2144
362,23,female,164.0,58.3,21.68,lightly_active,maintenance,Balanced Diet,1993
363,43,male,184.7,71.4,20.93,very_active,maintenance,High Protein,2078
364,65,male,183.8,83.6,24.75,sedentary,weight_loss,Low Calorie,1793
365,57,male,172.6,54.1,18.16,sedentary,maintenance,High Energy,2185
366,65,female,157.9,45.6,18.29,moderately_active,weight_gain,High Protein,3022
367,43,male,161.8,70.5,26.93,lightly_active,muscle_gain,High Protein,2225
368,21,female,153.9,95.6,40.36,sedentary,weight_loss,Low Calorie,1773
369,37,male,159.5,70.0,27.52,lightly_active,maintenance,Low Calorie,1978
370,21,female,158.1,83.3,33.33,moderately_active,weight_loss,Low Calorie,1553
371,60,male,152.3,91.7,39.53,sedentary,weight_gain,Low Calorie,2749
372,50,male,153.9,75.8,32.0,very_active,weight_gain,Low Calorie,2914
373,26,male,171.7,68.8,23.34,sedentary,weight_gain,High Energy,2960
374,39,female,145.1,56.8,26.98,moderately_active,weight_loss,Low Calorie,1695
375,49,male,154.9,62.9,26.21,very_active,weight_loss,Low Calorie,1534
376,48,female,174.0,62.2,20.54,very_active,maintenance,High Protein,2100
377,37,male,161.0,70.2,27.08,lightly_active,muscle_gain,High Protein,2286
378,35,male,152.4,61.8,26.61,lightly_active,muscle_gain,High Protein,2344
379,41,female,162.9,76.6,28.87,very_active,weight_gain,Low Calorie,2998
380,50,male,154.2,60.9,25.61,lightly_active,muscle_gain,High Protein,2661
381,37,male,183.2,71.7,21.36,lightly_active,maintenance,Balanced Diet,2087
382,41,female,165.5,67.9,24.79,very_active,maintenance,High Protein,1885
383,51,male,149.1,86.9,39.09,moderately_active,weight_loss,Low Calorie,1540
384,49,male,158.7,87.9,34.9,very_active,weight_loss,Low Calorie,1693
385,32,male,176.7,90.3,28.92,moderately_active,weight_loss,Low Calorie,1789
386,49,female,151.6,68.4,29.76,lightly_active,muscle_gain,Low Calorie,2233
387,31,female,155.5,89.9,37.18,very_active,weight_loss,Low Calorie,1797
388,28,male,178.0,77.3,24.4,moderately_active,maintenance,High Protein,1884
389,65,male,155.6,56.4,23.29,sedentary,muscle_gain,High Protein,2745
390,53,female,161.2,62.8,24.17,moderately_active,muscle_gain,High Protein,2786
391,47,female,174.6,82.4,27.03,sedentary,weight_gain,High Energy,2921
392,32,male,180.1,52.0,16.03,lightly_active,weight_gain,High Energy,2649
393,30,female,167.8,82.2,29.19,very_active,weight_gain,Low Calorie,3091
394,55,female,157.4,69.9,28.21,sedentary,maintenance,Low Calorie,2063
395,59,female,173.1,65.3,21.79,very_active,muscle_gain,High Protein,2795
396,64,male,179.3,50.1,15.58,very_active,muscle_gain,High Protein,2264
397,28,female,174.0,90.4,29.86,very_active,muscle_gain,Low Calorie,2530
398,36,female,161.4,52.2,20.04,very_active,muscle_gain,High Protein,2249
399,21,male,171.2,91.0,31.05,sedentary,weight_loss,Low Calorie,1480
400,44,female,145.0,97.7,46.47,lightly_active,weight_gain,Low Calorie,3165
401,25,female,171.2,93.2,31.8,sedentary,muscle_gain,Low Calorie,2456
402,38,male,172.6,80.7,27.09,sedentary,maintenance,Fiber Rich,2120
403,61,female,166.0,57.9,21.01,sedentary,weight_loss,Low Calorie,1400
404,45,male,150.9,77.7,34.12,very_active,weight_loss,Low Calorie,1404
405,22,female,174.6,68.2,22.37,lightly_active,maintenance,Balanced Diet,1836
406,39,male,151.3,89.3,39.01,sedentary,muscle_gain,Low Calorie,2576
407,23,female,156.5,89.7,36.62,lightly_active,weight_gain,Low Calorie,2570
408,54,male,172.1,69.2,23.36,lightly_active,weight_gain,High Energy,2921
409,28,female,147.6,50.5,23.18,sedentary,maintenance,Balanced Diet,1979
410,35,female,168.7,58.6,20.59,sedentary,weight_gain,High Energy,3066
411,64,female,173.2,46.5,15.5,moderately_active,weight_gain,High Protein,3030
412,62,male,162.5,80.5,30.49,lightly_active,maintenance,Low Calorie,1997
413,30,male,166.5,77.7,28.03,sedentary,muscle_gain,Low Calorie,2524
414,39,male,179.9,76.3,23.58,moderately_active,weight_gain,High Protein,2982
415,16,male,169.7,45.8,15.9,lightly_active,weight_loss,Low Calorie,1430
416,47,female,153.6,84.2,35.69,very_active,maintenance,Low Calorie,2159
417,20,female,164.2,74.6,27.67,lightly_active,muscle_gain,Low Calorie,2285
418,20,female,160.3,56.2,21.87,lightly_active,muscle_gain,High Protein,2600
419,34,male,173.9,85.1,28.14,lightly_active,weight_loss,Low Calorie,1525
420,42,male,152.3,78.7,33.93,sedentary,muscle_gain,Low Calorie,2379
421,15,male,174.2,83.6,27.55,lightly_active,maintenance,Low Calorie,1977
422,25,female,156.2,86.2,35.33,moderately_active,weight_loss,Low Calorie,1794
423,36,male,177.9,60.0,18.96,sedentary,muscle_gain,High Protein,2790
424,46,male,164.8,64.8,23.86,very_active,weight_gain,High Protein,2876
425,31,male,176.6,94.2,30.2,sedentary,weight_gain,Low Calorie,3021
426,17,male,179.8,45.7,14.14,sedentary,maintenance,High Energy,1986
427,24,female,150.4,97.8,43.24,sedentary,maintenance,Low Calorie,1914
428,30,female,157.5,84.6,34.1,moderately_active,weight_loss,Low Calorie,1692
429,22,female,160.1,94.6,36.91,lightly_active,weight_gain,Low Calorie,3028
430,40,male,150.6,70.6,31.13,moderately_active,muscle_gain,Low Calorie,2535
431,50,male,164.9,65.3,24.01,moderately_active,muscle_gain,High Protein,2448
432,38,female,162.8,72.1,27.2,lightly_active,weight_gain,High Energy,2654
433,41,male,148.9,74.8,33.74,sedentary,muscle_gain,Low Calorie,2201
434,62,female,166.8,50.7,18.22,lightly_active,maintenance,High Energy,2051
435,24,male,174.3,50.1,16.49,lightly_active,maintenance,High Energy,2158
436,44,female,174.2,49.7,16.38,sedentary,weight_gain,High Energy,3152
437,19,female,162.8,48.4,18.26,lightly_active,weight_gain,High Energy,2798
438,35,female,172.8,66.6,22.3,moderately_active,muscle_gain,High Protein,2663
439,29,female,147.2,56.1,25.89,sedentary,weight_gain,High Energy,2608
440,43,male,165.2,67.4,24.7,moderately_active,weight_gain,High Protein,2962
441,44,female,153.0,51.6,22.04,lightly_active,muscle_gain,High Protein,2241
442,35,male,153.5,84.1,35.69,moderately_active,maintenance,Low Calorie,2062
443,58,male,159.1,90.1,35.59,lightly_active,weight_loss,Low Calorie,1607
444,50,female,167.4,58.7,20.95,very_active,weight_loss,Low Calorie,1471
445,15,male,150.3,88.0,38.96,lightly_active,weight_gain,Low Calorie,2702
446,38,female,165.6,96.6,35.23,sedentary,muscle_gain,Low Calorie,2276
447,19,male,155.3,80.5,33.38,lightly_active,weight_loss,Low Calorie,1569
448,17,male,182.9,47.8,14.29,very_active,maintenance,High Protein,2054
449,39,male,173.3,54.5,18.15,lightly_active,weight_gain,High Energy,2781
450,43,female,171.5,46.9,15.95,lightly_active,muscle_gain,High Protein,2710
451,50,female,159.4,49.8,19.6,very_active,weight_gain,High Protein,2929
452,56,male,180.7,73.9,22.63,sedentary,maintenance,Balanced Diet,2200
453,45,female,161.3,71.7,27.56,moderately_active,maintenance,Low Calorie,1938
454,16,male,159.8,57.0,22.32,moderately_active,weight_loss,Low Calorie,1641
455,64,female,162.5,57.8,21.89,lightly_active,weight_loss,Low Calorie,1526
456,32,male,167.7,88.5,31.47,sedentary,weight_gain,Low Calorie,3089
457,37,female,173.1,99.5,33.21,lightly_active,weight_gain,Low Calorie,2742
458,62,female,165.9,95.3,34.63,sedentary,muscle_gain,Low Calorie,2781
459,51,male,183.1,91.0,27.14,very_active,muscle_gain,High Protein,2379
460,17,female,147.7,57.8,26.5,lightly_active,weight_loss,Low Calorie,1669
461,15,female,155.0,78.8,32.8,lightly_active,muscle_gain,Low Calorie,2381
462,18,female,145.7,77.3,36.41,lightly_active,weight_loss,Low Calorie,1669
463,19,female,156.2,96.8,39.67,very_active,weight_loss,Low Calorie,1572
464,35,female,149.1,53.7,24.16,very_active,maintenance,High Protein,2132
465,26,female,166.2,75.9,27.48,moderately_active,weight_gain,High Energy,3181
466,39,male,159.4,82.9,32.63,lightly_active,weight_gain,Low Calorie,2501
467,64,female,174.0,46.8,15.46,moderately_active,weight_gain,High Protein,3154
468,46,male,153.2,86.0,36.64,lightly_active,muscle_gain,Low Calorie,2527
469,55,male,180.8,49.9,15.27,moderately_active,maintenance,High Protein,1805
470,28,female,152.5,48.7,20.94,moderately_active,weight_loss,Low Calorie,1768
471,18,male,162.3,85.3,32.38,lightly_active,maintenance,Low Calorie,2052
472,37,female,161.4,50.6,19.42,very_active,weight_gain,High Protein,2666
473,19,female,169.0,46.8,16.39,sedentary,muscle_gain,High Protein,2467
474,19,male,160.6,93.8,36.37,lightly_active,weight_loss,Low Calorie,1680
475,36,male,170.0,78.8,27.27,very_active,weight_loss,Low Calorie,1620
476,53,male,180.9,53.6,16.38,sedentary,muscle_gain,High Protein,2410
477,41,male,173.8,84.7,28.04,moderately_active,muscle_gain,Low Calorie,2504
478,21,male,149.8,76.4,34.05,very_active,weight_gain,Low Calorie,2555
479,15,female,157.8,61.2,24.58,very_active,weight_gain,High Protein,2599
480,28,male,154.3,61.0,25.62,sedentary,maintenance,Fiber Rich,1859
481,65,female,156.9,71.9,29.21,moderately_active,weight_loss,Low Calorie,1728
482,26,female,156.1,66.0,27.09,lightly_active,maintenance,Fiber Rich,1822
483,43,female,159.0,57.4,22.7,moderately_active,weight_loss,Low Calorie,1477
484,20,male,172.7,89.4,29.97,very_active,weight_gain,Low Calorie,3066
485,39,male,178.3,68.0,21.39,very_active,weight_gain,High Protein,2987
486,20,female,156.8,92.0,37.42,sedentary,weight_gain,Low Calorie,2623
487,26,female,173.5,54.2,18.01,lightly_active,weight_gain,High Energy,2629
488,42,male,150.9,82.6,36.27,lightly_active,weight_gain,Low Calorie,3109
489,35,female,172.3,95.3,32.1,sedentary,weight_loss,Low Calorie,1598
490,50,female,154.8,60.2,25.12,very_active,weight_loss,Low Calorie,1758
491,22,female,157.4,53.2,21.47,sedentary,weight_loss,Low Calorie,1688
492,65,male,158.6,74.5,29.62,moderately_active,maintenance,Low Calorie,1935
493,56,female,159.6,78.5,30.82,sedentary,weight_gain,Low Calorie,2782
494,24,female,163.5,82.4,30.82,very_active,weight_loss,Low Calorie,1602
495,59,female,152.1,86.0,37.17,moderately_active,muscle_gain,Low Calorie,2220
496,65,female,154.1,60.4,25.43,very_active,weight_loss,Low Calorie,1516
497,34,male,184.0,69.4,20.5,moderately_active,muscle_gain,High Protein,2626
498,27,male,164.3,95.2,35.27,very_active,maintenance,Low Calorie,2188
499,18,female,160.5,53.7,20.85,moderately_active,maintenance,High Protein,1869
500,26,male,155.1,90.8,37.75,sedentary,weight_gain,Low Calorie,2533
501,18,female,172.5,83.8,28.16,moderately_active,muscle_gain,Low Calorie,2675
502,55,female,172.7,82.5,27.66,lightly_active,muscle_gain,Low Calorie,2700
503,26,female,173.8,71.1,23.54,moderately_active,muscle_gain,High Protein,2367
504,62,female,169.9,50.0,17.32,sedentary,maintenance,High Energy,1825
505,51,male,176.9,56.8,18.15,lightly_active,weight_gain,High Energy,3193
506,32,male,172.1,73.2,24.71,sedentary,maintenance,Balanced Diet,1867
507,53,male,177.6,57.3,18.17,moderately_active,muscle_gain,High Protein,2633
508,37,female,158.8,57.0,22.6,moderately_active,maintenance,High Protein,2099
509,15,male,166.9,81.4,29.22,moderately_active,muscle_gain,Low Calorie,2505
510,45,male,150.4,99.4,43.94,moderately_active,muscle_gain,Low Calorie,2467
511,27,female,149.5,87.1,38.97,sedentary,maintenance,Low Calorie,2138
512,58,female,149.2,46.4,20.84,very_active,muscle_gain,High Protein,2465
513,40,female,156.6,46.9,19.12,lightly_active,muscle_gain,High Protein,2427
514,57,female,155.8,61.5,25.34,lightly_active,weight_gain,High Energy,2800
515,45,male,152.7,59.2,25.39,lightly_active,muscle_gain,High Protein,2291
516,37,male,156.3,92.9,38.03,very_active,muscle_gain,Low Calorie,2580
517,52,female,153.8,91.8,38.81,very_active,weight_loss,Low Calorie,1724
518,45,male,180.9,72.5,22.15,very_active,muscle_gain,High Protein,2623
519,24,male,153.1,56.0,23.89,very_active,maintenance,High Protein,1873
520,60,female,150.4,49.4,21.84,moderately_active,weight_gain,High Protein,2820
521,15,male,164.7,56.5,20.83,lightly_active,weight_gain,High Energy,3001
522,23,male,170.7,79.8,27.39,very_active,maintenance,Fiber Rich,2044
523,15,female,146.1,56.0,26.24,moderately_active,weight_loss,Low Calorie,1564
524,16,male,173.0,79.5,26.56,lightly_active,weight_gain,High Energy,2852
525,23,female,148.1,72.7,33.15,moderately_active,weight_gain,Low Calorie,2566
526,34,male,183.1,70.1,20.91,moderately_active,maintenance,High Protein,2151
527,36,male,184.9,72.0,21.06,lightly_active,weight_gain,High Energy,2913
528,29,male,156.3,99.2,40.61,lightly_active,weight_loss,Low Calorie,1701
529,22,male,161.6,80.8,30.94,sedentary,maintenance,Low Calorie,2127
530,64,female,161.0,47.7,18.4,sedentary,weight_loss,Low Calorie,1734
531,18,male,173.5,67.9,22.56,very_active,weight_loss,Low Calorie,1680
532,45,female,166.1,56.3,20.41,sedentary,muscle_gain,High Protein,2630
533,57,male,167.3,79.3,28.33,lightly_active,maintenance,Low Calorie,1853
534,33,male,152.2,50.8,21.93,lightly_active,weight_gain,High Energy,2769
535,37,male,174.0,61.2,20.21,sedentary,maintenance,Balanced Diet,1906
536,36,female,152.0,45.7,19.78,sedentary,weight_loss,Low Calorie,1693
537,24,female,173.5,87.9,29.2,sedentary,weight_loss,Low Calorie,1531
538,44,male,184.6,61.3,17.99,very_active,weight_loss,Low Calorie,1451
539,17,male,179.5,64.8,20.11,moderately_active,maintenance,High Protein,2178
540,21,male,179.5,94.0,29.17,sedentary,weight_gain,Low Calorie,3179
541,36,male,161.2,69.1,26.59,moderately_active,weight_loss,Low Calorie,1590
542,26,female,148.4,67.0,30.42,very_active,muscle_gain,Low Calorie,2594
543,41,female,164.5,88.8,32.82,sedentary,weight_gain,Low Calorie,2560
544,21,male,163.4,77.5,29.03,very_active,weight_gain,Low Calorie,3125
545,64,female,155.8,46.6,19.2,lightly_active,maintenance,Balanced Diet,2049
546,41,male,164.3,48.5,17.97,moderately_active,weight_loss,Low Calorie,1760
547,57,male,180.3,73.6,22.64,sedentary,maintenance,Balanced Diet,2138
548,45,male,160.8,82.2,31.79,very_active,weight_gain,Low Calorie,3071
549,15,male,171.8,53.6,18.16,very_active,maintenance,High Protein,1884
550,63,male,166.2,58.2,21.07,moderately_active,weight_loss,Low Calorie,1659
551,50,male,171.8,67.2,22.77,lightly_active,weight_loss,Low Calorie,1635
552,51,female,158.4,92.1,36.71,very_active,muscle_gain,Low Calorie,2321
553,62,female,164.6,50.6,18.68,very_active,weight_loss,Low Calorie,1685
554,20,male,177.3,98.0,31.18,moderately_active,weight_gain,Low Calorie,3170
555,36,female,155.9,48.0,19.75,lightly_active,maintenance,Balanced Diet,1969
556,60,female,164.7,84.4,31.11,sedentary,weight_loss,Low Calorie,1788
557,15,male,160.6,90.6,35.13,moderately_active,muscle_gain,Low Calorie,2308
558,25,male,166.2,90.2,32.65,very_active,weight_loss,Low Calorie,1530
559,27,male,152.5,91.9,39.52,lightly_active,maintenance,Low Calorie,2200
560,60,male,160.5,86.6,33.62,sedentary,weight_loss,Low Calorie,1795
561,44,female,164.8,97.6,35.94,lightly_active,maintenance,Low Calorie,1802
562,50,male,182.6,91.1,27.32,very_active,weight_gain,High Energy,3092
563,61,male,178.2,50.7,15.97,moderately_active,maintenance,High Protein,2014
564,32,male,162.7,63.9,24.14,moderately_active,maintenance,High Protein,1868
565,41,male,170.3,93.8,32.34,moderately_active,muscle_gain,Low Calorie,2766
566,27,male,155.8,84.3,34.73,moderately_active,weight_gain,Low Calorie,3165
567,47,male,168.1,80.0,28.31,sedentary,muscle_gain,Low Calorie,2775
568,52,female,162.1,81.7,31.09,very_active,muscle_gain,Low Calorie,2632
569,48,male,151.9,65.9,28.56,sedentary,weight_loss,Low Calorie,1502
570,63,female,168.6,99.1,34.86,moderately_active,weight_gain,Low Calorie,2563
571,28,female,167.6,46.8,16.66,very_active,weight_loss,Low Calorie,1715
572,62,male,171.9,66.4,22.47,moderately_active,weight_loss,Low Calorie,1595
573,41,female,173.7,98.7,32.71,moderately_active,weight_loss,Low Calorie,1406
574,27,female,163.6,88.0,32.88,very_active,weight_gain,Low Calorie,3148
575,63,female,162.7,85.6,32.34,lightly_active,weight_gain,Low Calorie,2801
576,26,female,174.5,49.1,16.12,lightly_active,weight_loss,Low Calorie,1593
577,42,male,158.3,59.5,23.74,lightly_active,muscle_gain,High Protein,2205
578,44,female,166.3,53.5,19.35,lightly_active,muscle_gain,High Protein,2252
579,46,female,168.7,75.3,26.46,sedentary,muscle_gain,High Protein,2738
580,26,male,167.3,88.2,31.51,lightly_active,maintenance,Low Calorie,2078
581,20,female,155.5,93.6,38.71,moderately_active,muscle_gain,Low Calorie,2569
582,28,female,173.5,79.0,26.24,very_active,weight_loss,Low Calorie,1458
583,43,female,152.2,80.3,34.66,lightly_active,weight_loss,Low Calorie,1749
584,39,female,172.5,97.0,32.6,very_active,muscle_gain,Low Calorie,2753
585,16,female,172.3,90.2,30.38,moderately_active,maintenance,Low Calorie,2049
586,33,male,181.2,55.6,16.93,sedentary,weight_loss,Low Calorie,1485
587,55,male,150.4,81.9,36.21,lightly_active,maintenance,Low Calorie,1853
588,49,male,178.7,93.3,29.22,very_active,weight_loss,Low Calorie,1782
589,16,male,165.0,63.2,23.21,sedentary,weight_loss,Low Calorie,1427
590,65,male,157.3,48.9,19.76,lightly_active,muscle_gain,High Protein,2617
591,43,female,163.9,68.8,25.61,sedentary,maintenance,Fiber Rich,2144
592,49,male,148.2,84.6,38.52,sedentary,weight_loss,Low Calorie,1758
593,37,male,182.3,50.8,15.29,moderately_active,weight_loss,Low Calorie,1544
594,39,female,156.9,81.3,33.03,very_active,weight_gain,Low Calorie,3046
595,23,male,175.6,88.8,28.8,moderately_active,weight_gain,Low Calorie,2805
596,15,female,161.6,75.5,28.91,sedentary,weight_loss,Low Calorie,1402
597,49,female,161.4,49.7,19.08,lightly_active,muscle_gain,High Protein,2416
598,56,female,170.5,52.8,18.16,lightly_active,weight_gain,High Energy,3131
599,27,female,148.4,81.9,37.19,sedentary,maintenance,Low Calorie,2130
600,33,male,172.9,58.8,19.67,lightly_active,maintenance,Balanced Diet,1969
601,23,female,165.1,57.9,21.24,moderately_active,weight_loss,Low Calorie,1499
602,46,female,158.5,78.9,31.41,moderately_active,weight_gain,Low Calorie,3079
603,35,female,173.8,54.3,17.98,moderately_active,weight_gain,High Protein,2726
604,32,female,170.2,52.4,18.09,moderately_active,maintenance,High Protein,2036
605,37,female,168.2,71.8,25.38,sedentary,weight_gain,High Energy,3161
606,32,male,179.8,52.7,16.3,lightly_active,muscle_gain,High Protein,2278
607,16,male,179.4,79.7,24.76,very_active,weight_gain,High Protein,2537
608,49,female,171.8,74.7,25.31,lightly_active,muscle_gain,High Protein,2601
609,64,male,169.8,92.1,31.94,lightly_active,maintenance,Low Calorie,2056
610,40,male,161.5,45.6,17.48,lightly_active,weight_gain,High Energy,3026
611,43,male,153.9,76.1,32.13,lightly_active,maintenance,Low Calorie,1983
612,29,male,176.2,57.7,18.59,moderately_active,muscle_gain,High Protein,2439
613,57,male,155.7,94.9,39.15,moderately_active,maintenance,Low Calorie,2040
614,17,female,146.2,80.7,37.76,sedentary,muscle_gain,Low Calorie,2469
615,39,male,172.2,65.1,21.95,sedentary,muscle_gain,High Protein,2585
616,48,male,163.0,89.9,33.84,moderately_active,maintenance,Low Calorie,2046
617,47,male,180.6,69.2,21.22,lightly_active,weight_loss,Low Calorie,1663
618,28,female,149.5,53.7,24.03,sedentary,weight_gain,High Energy,2924
619,61,female,148.4,82.1,37.28,very_active,weight_gain,Low Calorie,3104
620,56,male,178.8,46.2,14.45,sedentary,weight_gain,High Energy,3087
621,23,male,171.3,47.2,16.09,lightly_active,weight_loss,Low Calorie,1485
622,26,female,160.5,67.3,26.13,sedentary,muscle_gain,High Protein,2287
623,43,male,170.4,70.9,24.42,very_active,weight_gain,High Protein,2724
624,53,female,149.3,77.0,34.54,lightly_active,muscle_gain,Low Calorie,2371
625,44,female,162.9,48.8,18.39,very_active,maintenance,High Protein,1867
626,16,male,155.5,92.3,38.17,very_active,weight_gain,Low Calorie,3120
627,26,male,165.6,78.8,28.73,sedentary,weight_loss,Low Calorie,1447
628,57,female,148.9,78.2,35.27,sedentary,maintenance,Low Calorie,2067
629,38,female,171.2,83.4,28.45,very_active,weight_gain,Low Calorie,2993
630,37,female,162.7,85.8,32.41,sedentary,maintenance,Low Calorie,1868
631,45,female,168.0,95.1,33.69,sedentary,muscle_gain,Low Calorie,2756
632,31,female,150.7,84.0,36.99,sedentary,weight_loss,Low Calorie,1666
633,39,male,172.2,82.8,27.92,moderately_active,maintenance,Low Calorie,1985
634,24,male,163.8,77.2,28.77,moderately_active,maintenance,Low Calorie,2089
635,54,female,153.3,82.4,35.06,lightly_active,maintenance,Low Calorie,2082
636,26,female,156.1,75.5,30.98,moderately_active,muscle_gain,Low Calorie,2791
637,64,female,166.2,85.5,30.95,sedentary,weight_gain,Low Calorie,2957
638,21,male,155.9,67.0,27.57,moderately_active,weight_loss,Low Calorie,1482
639,55,female,145.2,50.0,23.72,lightly_active,maintenance,Balanced Diet,2107
640,20,female,146.9,57.2,26.51,sedentary,weight_loss,Low Calorie,1770
641,40,female,163.4,73.7,27.6,sedentary,weight_gain,Low Calorie,3155
642,43,female,145.3,91.8,43.48,moderately_active,weight_gain,Low Calorie,2534
643,54,male,154.3,47.0,19.74,lightly_active,weight_loss,Low Calorie,1480
644,32,male,176.8,64.4,20.6,very_active,maintenance,High Protein,2100
645,48,male,148.6,83.7,37.9,sedentary,muscle_gain,Low Calorie,2772
646,37,female,173.9,60.2,19.91,lightly_active,maintenance,Balanced Diet,2006
647,31,male,154.5,72.8,30.5,sedentary,muscle_gain,Low Calorie,2548
648,47,male,183.4,93.2,27.71,moderately_active,maintenance,Low Calorie,1993
649,64,female,152.3,63.7,27.46,very_active,maintenance,Fiber Rich,2100
650,45,male,152.3,48.7,21.0,lightly_active,weight_gain,High Energy,2823
651,37,female,160.5,45.5,17.66,moderately_active,weight_gain,High Protein,2794
652,40,male,172.9,90.2,30.17,sedentary,weight_gain,Low Calorie,2987
653,37,female,151.6,76.6,33.33,lightly_active,weight_gain,Low Calorie,3010
654,30,male,175.2,93.0,30.3,lightly_active,weight_gain,Low Calorie,2707
655,54,male,161.2,87.8,33.79,sedentary,weight_loss,Low Calorie,1746
656,54,female,145.2,92.1,43.68,sedentary,maintenance,Low Calorie,1990
657,46,female,171.9,93.5,31.64,moderately_active,maintenance,Low Calorie,1893
658,40,female,151.7,76.7,33.33,sedentary,maintenance,Low Calorie,2044
659,47,male,160.8,92.3,35.7,lightly_active,maintenance,Low Calorie,1861
660,35,female,165.7,45.7,16.64,lightly_active,maintenance,High Energy,2097
661,35,male,161.4,92.4,35.47,lightly_active,muscle_gain,Low Calorie,2442
662,45,female,173.8,63.9,21.15,lightly_active,maintenance,Balanced Diet,2017
663,41,male,173.9,65.5,21.66,very_active,muscle_gain,High Protein,2661
664,51,male,152.9,76.7,32.81,lightly_active,weight_loss,Low Calorie,1769
665,30,female,161.7,92.1,35.22,lightly_active,weight_gain,Low Calorie,2653
666,15,female,150.3,72.5,32.09,moderately_active,maintenance,Low Calorie,1953
667,50,female,170.8,47.6,16.32,sedentary,weight_gain,High Energy,2561
668,31,male,165.6,79.6,29.03,very_active,muscle_gain,Low Calorie,2466
669,38,female,161.8,96.3,36.78,moderately_active,muscle_gain,Low Calorie,2220
670,22,female,155.5,82.4,34.08,lightly_active,weight_gain,Low Calorie,2791
671,35,female,165.2,71.8,26.31,very_active,weight_loss,Low Calorie,1595
672,44,female,164.0,53.0,19.71,lightly_active,muscle_gain,High Protein,2631
673,19,female,147.4,63.9,29.41,moderately_active,muscle_gain,Low Calorie,2498
674,53,female,164.3,59.9,22.19,very_active,muscle_gain,High Protein,2733
675,41,female,150.0,92.0,40.89,lightly_active,weight_gain,Low Calorie,3177
676,62,female,166.0,49.4,17.93,lightly_active,maintenance,High Energy,1852
677,19,male,182.7,71.0,21.27,sedentary,weight_loss,Low Calorie,1794
678,48,female,167.9,49.6,17.59,moderately_active,weight_gain,High Protein,2586
679,34,female,151.9,85.6,37.1,very_active,weight_gain,Low Calorie,2634
680,16,male,149.3,64.6,28.98,moderately_active,maintenance,Low Calorie,2039
681,50,female,158.3,98.3,39.23,lightly_active,maintenance,Low Calorie,2123
682,48,female,164.2,74.4,27.59,moderately_active,maintenance,Low Calorie,2076
683,20,male,164.3,65.1,24.12,moderately_active,weight_gain,High Protein,2810
684,15,male,167.4,86.7,30.94,lightly_active,muscle_gain,Low Calorie,2493
685,49,female,145.2,95.7,45.39,very_active,muscle_gain,Low Calorie,2209
686,33,female,162.9,88.8,33.46,moderately_active,weight_gain,Low Calorie,2921
687,40,female,152.5,84.3,36.25,very_active,maintenance,Low Calorie,1912
688,20,female,157.7,58.2,23.4,moderately_active,muscle_gain,High Protein,2744
689,41,female,150.6,48.8,21.52,lightly_active,muscle_gain,High Protein,2313
690,54,female,158.6,83.5,33.2,very_active,weight_gain,Low Calorie,2828
691,24,male,149.8,74.4,33.16,lightly_active,weight_loss,Low Calorie,1544
692,23,female,166.5,85.0,30.66,lightly_active,weight_loss,Low Calorie,1477
693,46,male,156.0,68.1,27.98,very_active,muscle_gain,Low Calorie,2674
694,36,male,151.0,86.3,37.85,lightly_active,weight_loss,Low Calorie,1536
695,19,female,161.3,55.0,21.14,moderately_active,maintenance,High Protein,1806
696,64,male,174.4,66.2,21.77,very_active,weight_gain,High Protein,2534
697,44,male,175.2,50.2,16.35,lightly_active,maintenance,High Energy,1999
698,35,female,149.8,85.1,37.92,sedentary,muscle_gain,Low Calorie,2692
699,27,female,155.8,47.9,19.73,lightly_active,weight_loss,Low Calorie,1520
700,35,female,145.5,88.7,41.9,sedentary,maintenance,Low Calorie,1924
701,17,male,169.5,83.0,28.89,lightly_active,muscle_gain,Low Calorie,2291
702,25,male,166.5,82.7,29.83,moderately_active,weight_loss,Low Calorie,1430
703,56,female,149.6,74.5,33.29,sedentary,weight_gain,Low Calorie,2999
704,35,male,184.3,88.4,26.03,moderately_active,maintenance,Fiber Rich,2175
705,16,male,173.5,64.7,21.49,lightly_active,muscle_gain,High Protein,2240
706,60,female,158.1,61.2,24.48,very_active,weight_gain,High Protein,3080
707,49,male,160.9,85.3,32.95,moderately_active,weight_gain,Low Calorie,2570
708,43,male,158.9,59.5,23.57,moderately_active,maintenance,High Protein,1800
709,61,female,150.6,46.0,20.28,moderately_active,weight_gain,High Protein,2828
710,57,male,183.8,90.0,26.64,lightly_active,maintenance,Fiber Rich,2192
711,54,male,158.5,67.5,26.87,moderately_active,weight_loss,Low Calorie,1449
712,17,male,178.9,52.1,16.28,sedentary,weight_gain,High Energy,2609
713,27,female,148.0,76.4,34.88,very_active,maintenance,Low Calorie,2069
714,18,female,156.0,78.3,32.17,sedentary,weight_loss,Low Calorie,1506
715,20,female,159.0,80.1,31.68,moderately_active,maintenance,Low Calorie,1988
716,54,male,157.8,47.2,18.96,sedentary,muscle_gain,High Protein,2279
717,48,male,151.6,84.9,36.94,very_active,weight_gain,Low Calorie,2697
718,51,male,171.1,54.8,18.72,very_active,weight_loss,Low Calorie,1792
719,58,female,158.8,81.6,32.36,sedentary,weight_gain,Low Calorie,2684
720,47,female,155.1,53.7,22.32,very_active,muscle_gain,High Protein,2522
